id,source,referenceId,counterparty,amount,currency,date,description,type,category
B2-LDG-028,LEDGER,"SET2-PAY-2026-0806-4","Helix Software",134780.00,INR,2026-06-04,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-029,LEDGER,"SET2-PAY-2026-0806-5","Sierra Financial",139485.50,INR,2026-06-07,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-030,LEDGER,"SET2-PAY-2026-0806-1","Synthetix AI",144191.00,INR,2026-06-10,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-031,LEDGER,"SET2-PAY-2026-0807-2","Lumina Analytics",148896.50,INR,2026-06-13,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-032,LEDGER,"SET2-PAY-2026-0807-3","Beacon Ventures",153602.00,INR,2026-06-16,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-033,LEDGER,"SET2-PAY-2026-0807-4","Strata Peak",158307.50,INR,2026-06-19,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-034,LEDGER,"SET2-PAY-2026-0807-5","Prism Logic",163013.00,INR,2026-06-22,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-035,LEDGER,"SET2-PAY-2026-0807-1","OmniScale Inc",164110.00,INR,2026-06-25,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-036,LEDGER,"SET2-PAY-2026-0808-2","Vortex Digital",168815.50,INR,2026-06-01,"Support Fees settlement - Vortex Digital",DEBIT,"Support Fees"
B2-LDG-037,LEDGER,"SET2-PAY-2026-0808-3","Atlas Cloud",173521.00,INR,2026-06-04,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-038,LEDGER,"SET2-PAY-2026-0808-4","Helix Software",178226.50,INR,2026-06-07,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-039,LEDGER,"SET2-PAY-2026-0808-5","Sierra Financial",182932.00,INR,2026-06-10,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-040,LEDGER,"SET2-PAY-2026-0808-1","Synthetix AI",187637.50,INR,2026-06-13,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-041,LEDGER,"SET2-PAY-2026-0809-2","Lumina Analytics",192343.00,INR,2026-06-16,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-042,LEDGER,"SET2-PAY-2026-0809-3","Beacon Ventures",193440.00,INR,2026-06-19,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-043,LEDGER,"SET2-PAY-2026-0809-4","Strata Peak",198145.50,INR,2026-06-22,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-044,LEDGER,"SET2-PAY-2026-0809-5","Prism Logic",202851.00,INR,2026-06-25,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-045,LEDGER,"SET2-PAY-2026-0809-1","OmniScale Inc",207556.50,INR,2026-06-01,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-046,LEDGER,"SET2-PAY-2026-0810-2","Vortex Digital",212262.00,INR,2026-06-04,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-047,LEDGER,"SET2-PAY-2026-0810-3","Atlas Cloud",216967.50,INR,2026-06-07,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-048,LEDGER,"SET2-PAY-2026-0810-4","Helix Software",221673.00,INR,2026-06-10,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-049,LEDGER,"SET2-PAY-2026-0810-5","Sierra Financial",222770.00,INR,2026-06-13,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-050,LEDGER,"SET2-PAY-2026-0810-1","Synthetix AI",227475.50,INR,2026-06-16,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-051,LEDGER,"SET2-PAY-2026-0811-2","Lumina Analytics",232181.00,INR,2026-06-19,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-052,LEDGER,"SET2-PAY-2026-0811-3","Beacon Ventures",236886.50,INR,2026-06-22,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-053,LEDGER,"SET2-PAY-2026-0811-4","Strata Peak",241592.00,INR,2026-06-25,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-054,LEDGER,"SET2-PAY-2026-0811-5","Prism Logic",246297.50,INR,2026-06-01,"License Revenue settlement - Prism Logic",DEBIT,"License Revenue"
B2-LDG-055,LEDGER,"SET2-PAY-2026-0811-1","OmniScale Inc",251003.00,INR,2026-06-04,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-056,LEDGER,"SET2-PAY-2026-0812-2","Vortex Digital",252100.00,INR,2026-06-07,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-057,LEDGER,"SET2-PAY-2026-0812-3","Atlas Cloud",256805.50,INR,2026-06-10,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-058,LEDGER,"SET2-PAY-2026-0812-4","Helix Software",261511.00,INR,2026-06-13,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-059,LEDGER,"SET2-PAY-2026-0812-5","Sierra Financial",266216.50,INR,2026-06-16,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-060,LEDGER,"SET2-PAY-2026-0812-1","Synthetix AI",270922.00,INR,2026-06-19,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-061,LEDGER,"SET2-PAY-2026-0813-2","Lumina Analytics",275627.50,INR,2026-06-22,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-062,LEDGER,"SET2-PAY-2026-0813-3","Beacon Ventures",280333.00,INR,2026-06-25,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-063,LEDGER,"SET2-PAY-2026-0813-4","Strata Peak",281430.00,INR,2026-06-01,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-064,LEDGER,"SET2-PAY-2026-0813-5","Prism Logic",286135.50,INR,2026-06-04,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-065,LEDGER,"SET2-PAY-2026-0813-1","OmniScale Inc",290841.00,INR,2026-06-07,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-066,LEDGER,"SET2-PAY-2026-0814-2","Vortex Digital",295546.50,INR,2026-06-10,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-067,LEDGER,"SET2-PAY-2026-0814-3","Atlas Cloud",300252.00,INR,2026-06-13,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-068,LEDGER,"SET2-PAY-2026-0814-4","Helix Software",304957.50,INR,2026-06-16,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-069,LEDGER,"SET2-PAY-2026-0814-5","Sierra Financial",309663.00,INR,2026-06-19,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-070,LEDGER,"SET2-PAY-2026-0814-1","Synthetix AI",310760.00,INR,2026-06-22,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-071,LEDGER,"SET2-PAY-2026-0815-2","Lumina Analytics",315465.50,INR,2026-06-25,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-072,LEDGER,"SET2-PAY-2026-0815-3","Beacon Ventures",320171.00,INR,2026-06-01,"SaaS Revenue settlement - Beacon Ventures",DEBIT,"SaaS Revenue"
B2-LDG-073,LEDGER,"SET2-PAY-2026-0815-4","Strata Peak",324876.50,INR,2026-06-04,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-074,LEDGER,"SET2-PAY-2026-0815-5","Prism Logic",329582.00,INR,2026-06-07,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-075,LEDGER,"SET2-PAY-2026-0815-1","OmniScale Inc",334287.50,INR,2026-06-10,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-076,LEDGER,"SET2-PAY-2026-0816-2","Vortex Digital",338993.00,INR,2026-06-13,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-077,LEDGER,"SET2-PAY-2026-0816-3","Atlas Cloud",340090.00,INR,2026-06-16,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-078,LEDGER,"SET2-PAY-2026-0816-4","Helix Software",344795.50,INR,2026-06-19,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-079,LEDGER,"SET2-PAY-2026-0816-5","Sierra Financial",349501.00,INR,2026-06-22,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-080,LEDGER,"SET2-PAY-2026-0816-1","Synthetix AI",354206.50,INR,2026-06-25,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-081,LEDGER,"SET2-PAY-2026-0817-2","Lumina Analytics",358912.00,INR,2026-06-01,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-082,LEDGER,"SET2-PAY-2026-0817-3","Beacon Ventures",363617.50,INR,2026-06-04,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-083,LEDGER,"SET2-PAY-2026-0817-4","Strata Peak",368323.00,INR,2026-06-07,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-084,LEDGER,"SET2-PAY-2026-0817-5","Prism Logic",369420.00,INR,2026-06-10,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-085,LEDGER,"SET2-PAY-2026-0817-1","OmniScale Inc",374125.50,INR,2026-06-13,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-086,LEDGER,"SET2-PAY-2026-0818-2","Vortex Digital",378831.00,INR,2026-06-16,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-087,LEDGER,"SET2-PAY-2026-0818-3","Atlas Cloud",383536.50,INR,2026-06-19,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-088,LEDGER,"SET2-PAY-2026-0818-4","Helix Software",388242.00,INR,2026-06-22,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-089,LEDGER,"SET2-PAY-2026-0818-5","Sierra Financial",392947.50,INR,2026-06-25,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-090,LEDGER,"SET2-PAY-2026-0818-1","Synthetix AI",397653.00,INR,2026-06-01,"Services settlement - Synthetix AI",DEBIT,"Services"
B2-LDG-091,LEDGER,"SET2-PAY-2026-0819-2","Lumina Analytics",398750.00,INR,2026-06-04,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-092,LEDGER,"SET2-PAY-2026-0819-3","Beacon Ventures",403455.50,INR,2026-06-07,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-093,LEDGER,"SET2-PAY-2026-0819-4","Strata Peak",408161.00,INR,2026-06-10,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-094,LEDGER,"SET2-PAY-2026-0819-5","Prism Logic",412866.50,INR,2026-06-13,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-095,LEDGER,"SET2-PAY-2026-0819-1","OmniScale Inc",417572.00,INR,2026-06-16,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-096,LEDGER,"SET2-PAY-2026-0820-2","Vortex Digital",422277.50,INR,2026-06-19,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-097,LEDGER,"SET2-PAY-2026-0820-3","Atlas Cloud",426983.00,INR,2026-06-22,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-098,LEDGER,"SET2-PAY-2026-0820-4","Helix Software",428080.00,INR,2026-06-25,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-099,LEDGER,"SET2-PAY-2026-0820-5","Sierra Financial",432785.50,INR,2026-06-01,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-100,LEDGER,"SET2-PAY-2026-0820-1","Synthetix AI",437491.00,INR,2026-06-04,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-101,LEDGER,"SET2-PAY-2026-0821-2","Lumina Analytics",442196.50,INR,2026-06-07,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-102,LEDGER,"SET2-PAY-2026-0821-3","Beacon Ventures",446902.00,INR,2026-06-10,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-103,LEDGER,"SET2-PAY-2026-0821-4","Strata Peak",451607.50,INR,2026-06-13,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-104,LEDGER,"SET2-PAY-2026-0821-5","Prism Logic",456313.00,INR,2026-06-16,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-105,LEDGER,"SET2-PAY-2026-0821-1","OmniScale Inc",457410.00,INR,2026-06-19,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-106,LEDGER,"SET2-PAY-2026-0822-2","Vortex Digital",462115.50,INR,2026-06-22,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-107,LEDGER,"SET2-PAY-2026-0822-3","Atlas Cloud",466821.00,INR,2026-06-25,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-108,LEDGER,"SET2-PAY-2026-0822-4","Helix Software",471526.50,INR,2026-06-01,"Wire Transfer settlement - Helix Software",DEBIT,"Wire Transfer"
B2-LDG-109,LEDGER,"SET2-PAY-2026-0822-5","Sierra Financial",476232.00,INR,2026-06-04,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-110,LEDGER,"SET2-PAY-2026-0822-1","Synthetix AI",480937.50,INR,2026-06-07,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-111,LEDGER,"SET2-PAY-2026-0823-2","Lumina Analytics",485643.00,INR,2026-06-10,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-112,LEDGER,"SET2-PAY-2026-0823-3","Beacon Ventures",486740.00,INR,2026-06-13,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-113,LEDGER,"SET2-PAY-2026-0823-4","Strata Peak",491445.50,INR,2026-06-16,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-114,LEDGER,"SET2-PAY-2026-0823-5","Prism Logic",496151.00,INR,2026-06-19,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-115,LEDGER,"SET2-PAY-2026-0823-1","OmniScale Inc",500856.50,INR,2026-06-22,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-116,LEDGER,"SET2-PAY-2026-0824-2","Vortex Digital",505562.00,INR,2026-06-25,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-117,LEDGER,"SET2-PAY-2026-0824-3","Atlas Cloud",510267.50,INR,2026-06-01,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-118,LEDGER,"SET2-PAY-2026-0824-4","Helix Software",514973.00,INR,2026-06-04,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-119,LEDGER,"SET2-PAY-2026-0824-5","Sierra Financial",516070.00,INR,2026-06-07,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-120,LEDGER,"SET2-PAY-2026-0824-1","Synthetix AI",520775.50,INR,2026-06-10,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-121,LEDGER,"SET2-PAY-2026-0825-2","Lumina Analytics",525481.00,INR,2026-06-13,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-122,LEDGER,"SET2-PAY-2026-0825-3","Beacon Ventures",530186.50,INR,2026-06-16,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-123,LEDGER,"SET2-PAY-2026-0825-4","Strata Peak",534892.00,INR,2026-06-19,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-124,LEDGER,"SET2-PAY-2026-0825-5","Prism Logic",539597.50,INR,2026-06-22,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-125,LEDGER,"SET2-PAY-2026-0825-1","OmniScale Inc",544303.00,INR,2026-06-25,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-126,LEDGER,"SET2-PAY-2026-0826-2","Vortex Digital",545400.00,INR,2026-06-01,"Support Fees settlement - Vortex Digital",DEBIT,"Support Fees"
B2-LDG-127,LEDGER,"SET2-PAY-2026-0826-3","Atlas Cloud",550105.50,INR,2026-06-04,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-128,LEDGER,"SET2-PAY-2026-0826-4","Helix Software",554811.00,INR,2026-06-07,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-129,LEDGER,"SET2-PAY-2026-0826-5","Sierra Financial",559516.50,INR,2026-06-10,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-130,LEDGER,"SET2-PAY-2026-0826-1","Synthetix AI",564222.00,INR,2026-06-13,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-131,LEDGER,"SET2-PAY-2026-0827-2","Lumina Analytics",18927.50,INR,2026-06-16,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-132,LEDGER,"SET2-PAY-2026-0827-3","Beacon Ventures",23633.00,INR,2026-06-19,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-133,LEDGER,"SET2-PAY-2026-0827-4","Strata Peak",24730.00,INR,2026-06-22,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-134,LEDGER,"SET2-PAY-2026-0827-5","Prism Logic",29435.50,INR,2026-06-25,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-135,LEDGER,"SET2-PAY-2026-0827-1","OmniScale Inc",34141.00,INR,2026-06-01,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-136,LEDGER,"SET2-PAY-2026-0828-2","Vortex Digital",38846.50,INR,2026-06-04,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-137,LEDGER,"SET2-PAY-2026-0828-3","Atlas Cloud",43552.00,INR,2026-06-07,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-138,LEDGER,"SET2-PAY-2026-0828-4","Helix Software",48257.50,INR,2026-06-10,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-139,LEDGER,"SET2-PAY-2026-0828-5","Sierra Financial",52963.00,INR,2026-06-13,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-140,LEDGER,"SET2-PAY-2026-0828-1","Synthetix AI",54060.00,INR,2026-06-16,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-141,LEDGER,"SET2-PAY-2026-0829-2","Lumina Analytics",58765.50,INR,2026-06-19,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-142,LEDGER,"SET2-PAY-2026-0829-3","Beacon Ventures",63471.00,INR,2026-06-22,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-143,LEDGER,"SET2-PAY-2026-0829-4","Strata Peak",68176.50,INR,2026-06-25,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-144,LEDGER,"SET2-PAY-2026-0829-5","Prism Logic",72882.00,INR,2026-06-01,"License Revenue settlement - Prism Logic",DEBIT,"License Revenue"
B2-LDG-145,LEDGER,"SET2-PAY-2026-0829-1","OmniScale Inc",77587.50,INR,2026-06-04,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-146,LEDGER,"SET2-PAY-2026-0830-2","Vortex Digital",82293.00,INR,2026-06-07,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
B2-LDG-147,LEDGER,"SET2-PAY-2026-0830-3","Atlas Cloud",83390.00,INR,2026-06-10,"Project Payment settlement - Atlas Cloud",CREDIT,"Project Payment"
B2-LDG-148,LEDGER,"SET2-PAY-2026-0830-4","Helix Software",88095.50,INR,2026-06-13,"Wire Transfer settlement - Helix Software",CREDIT,"Wire Transfer"
B2-LDG-149,LEDGER,"SET2-PAY-2026-0830-5","Sierra Financial",92801.00,INR,2026-06-16,"Vendor Payment settlement - Sierra Financial",CREDIT,"Vendor Payment"
B2-LDG-150,LEDGER,"SET2-PAY-2026-0830-1","Synthetix AI",97506.50,INR,2026-06-19,"Services settlement - Synthetix AI",CREDIT,"Services"
B2-LDG-151,LEDGER,"SET2-PAY-2026-0831-2","Lumina Analytics",102212.00,INR,2026-06-22,"Accounts Receivable settlement - Lumina Analytics",CREDIT,"Accounts Receivable"
B2-LDG-152,LEDGER,"SET2-PAY-2026-0831-3","Beacon Ventures",106917.50,INR,2026-06-25,"SaaS Revenue settlement - Beacon Ventures",CREDIT,"SaaS Revenue"
B2-LDG-153,LEDGER,"SET2-PAY-2026-0831-4","Strata Peak",111623.00,INR,2026-06-01,"Consulting settlement - Strata Peak",CREDIT,"Consulting"
B2-LDG-154,LEDGER,"SET2-PAY-2026-0831-5","Prism Logic",112720.00,INR,2026-06-04,"License Revenue settlement - Prism Logic",CREDIT,"License Revenue"
B2-LDG-155,LEDGER,"SET2-PAY-2026-0831-1","OmniScale Inc",117425.50,INR,2026-06-07,"Enterprise Contract settlement - OmniScale Inc",CREDIT,"Enterprise Contract"
B2-LDG-156,LEDGER,"SET2-PAY-2026-0832-2","Vortex Digital",122131.00,INR,2026-06-10,"Support Fees settlement - Vortex Digital",CREDIT,"Support Fees"
