id,source,referenceId,counterparty,amount,currency,date,description,type,category
B1-LDG-014,LEDGER,"SET1-PAY-2026-0803-5","DataPipe Corp",74890.00,INR,2026-03-16,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-015,LEDGER,"SET1-PAY-2026-0803-1","QuantumLeap Systems",79595.50,INR,2026-03-19,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-016,LEDGER,"SET1-PAY-2026-0804-2","NexGen Solutions",84301.00,INR,2026-03-22,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-017,LEDGER,"SET1-PAY-2026-0804-3","ClearPath AG",89006.50,INR,2026-03-25,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-018,LEDGER,"SET1-PAY-2026-0804-4","BlueSky Tech",93712.00,INR,2026-03-01,"Wire Transfer settlement - BlueSky Tech",DEBIT,"Wire Transfer"
B1-LDG-019,LEDGER,"SET1-PAY-2026-0804-5","Meridian Corp",98417.50,INR,2026-03-04,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-020,LEDGER,"SET1-PAY-2026-0804-1","ZenFlow Inc",103123.00,INR,2026-03-07,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-021,LEDGER,"SET1-PAY-2026-0805-2","Acme Corp",104220.00,INR,2026-03-10,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-022,LEDGER,"SET1-PAY-2026-0805-3","TechStart Inc",108925.50,INR,2026-03-13,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-023,LEDGER,"SET1-PAY-2026-0805-4","GlobalTrade Ltd",113631.00,INR,2026-03-16,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-024,LEDGER,"SET1-PAY-2026-0805-5","DataPipe Corp",118336.50,INR,2026-03-19,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-025,LEDGER,"SET1-PAY-2026-0805-1","QuantumLeap Systems",123042.00,INR,2026-03-22,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-026,LEDGER,"SET1-PAY-2026-0806-2","NexGen Solutions",127747.50,INR,2026-03-25,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-027,LEDGER,"SET1-PAY-2026-0806-3","ClearPath AG",132453.00,INR,2026-03-01,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-028,LEDGER,"SET1-PAY-2026-0806-4","BlueSky Tech",133550.00,INR,2026-03-04,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-029,LEDGER,"SET1-PAY-2026-0806-5","Meridian Corp",138255.50,INR,2026-03-07,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-030,LEDGER,"SET1-PAY-2026-0806-1","ZenFlow Inc",142961.00,INR,2026-03-10,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-031,LEDGER,"SET1-PAY-2026-0807-2","Acme Corp",147666.50,INR,2026-03-13,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-032,LEDGER,"SET1-PAY-2026-0807-3","TechStart Inc",152372.00,INR,2026-03-16,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-033,LEDGER,"SET1-PAY-2026-0807-4","GlobalTrade Ltd",157077.50,INR,2026-03-19,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-034,LEDGER,"SET1-PAY-2026-0807-5","DataPipe Corp",161783.00,INR,2026-03-22,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-035,LEDGER,"SET1-PAY-2026-0807-1","QuantumLeap Systems",162880.00,INR,2026-03-25,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-036,LEDGER,"SET1-PAY-2026-0808-2","NexGen Solutions",167585.50,INR,2026-03-01,"Support Fees settlement - NexGen Solutions",DEBIT,"Support Fees"
B1-LDG-037,LEDGER,"SET1-PAY-2026-0808-3","ClearPath AG",172291.00,INR,2026-03-04,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-038,LEDGER,"SET1-PAY-2026-0808-4","BlueSky Tech",176996.50,INR,2026-03-07,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-039,LEDGER,"SET1-PAY-2026-0808-5","Meridian Corp",181702.00,INR,2026-03-10,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-040,LEDGER,"SET1-PAY-2026-0808-1","ZenFlow Inc",186407.50,INR,2026-03-13,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-041,LEDGER,"SET1-PAY-2026-0809-2","Acme Corp",191113.00,INR,2026-03-16,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-042,LEDGER,"SET1-PAY-2026-0809-3","TechStart Inc",192210.00,INR,2026-03-19,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-043,LEDGER,"SET1-PAY-2026-0809-4","GlobalTrade Ltd",196915.50,INR,2026-03-22,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-044,LEDGER,"SET1-PAY-2026-0809-5","DataPipe Corp",201621.00,INR,2026-03-25,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-045,LEDGER,"SET1-PAY-2026-0809-1","QuantumLeap Systems",206326.50,INR,2026-03-01,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-046,LEDGER,"SET1-PAY-2026-0810-2","NexGen Solutions",211032.00,INR,2026-03-04,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-047,LEDGER,"SET1-PAY-2026-0810-3","ClearPath AG",215737.50,INR,2026-03-07,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-048,LEDGER,"SET1-PAY-2026-0810-4","BlueSky Tech",220443.00,INR,2026-03-10,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-049,LEDGER,"SET1-PAY-2026-0810-5","Meridian Corp",221540.00,INR,2026-03-13,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-050,LEDGER,"SET1-PAY-2026-0810-1","ZenFlow Inc",226245.50,INR,2026-03-16,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-051,LEDGER,"SET1-PAY-2026-0811-2","Acme Corp",230951.00,INR,2026-03-19,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-052,LEDGER,"SET1-PAY-2026-0811-3","TechStart Inc",235656.50,INR,2026-03-22,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-053,LEDGER,"SET1-PAY-2026-0811-4","GlobalTrade Ltd",240362.00,INR,2026-03-25,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-054,LEDGER,"SET1-PAY-2026-0811-5","DataPipe Corp",245067.50,INR,2026-03-01,"License Revenue settlement - DataPipe Corp",DEBIT,"License Revenue"
B1-LDG-055,LEDGER,"SET1-PAY-2026-0811-1","QuantumLeap Systems",249773.00,INR,2026-03-04,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-056,LEDGER,"SET1-PAY-2026-0812-2","NexGen Solutions",250870.00,INR,2026-03-07,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-057,LEDGER,"SET1-PAY-2026-0812-3","ClearPath AG",255575.50,INR,2026-03-10,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-058,LEDGER,"SET1-PAY-2026-0812-4","BlueSky Tech",260281.00,INR,2026-03-13,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-059,LEDGER,"SET1-PAY-2026-0812-5","Meridian Corp",264986.50,INR,2026-03-16,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-060,LEDGER,"SET1-PAY-2026-0812-1","ZenFlow Inc",269692.00,INR,2026-03-19,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-061,LEDGER,"SET1-PAY-2026-0813-2","Acme Corp",274397.50,INR,2026-03-22,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-062,LEDGER,"SET1-PAY-2026-0813-3","TechStart Inc",279103.00,INR,2026-03-25,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-063,LEDGER,"SET1-PAY-2026-0813-4","GlobalTrade Ltd",280200.00,INR,2026-03-01,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-064,LEDGER,"SET1-PAY-2026-0813-5","DataPipe Corp",284905.50,INR,2026-03-04,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-065,LEDGER,"SET1-PAY-2026-0813-1","QuantumLeap Systems",289611.00,INR,2026-03-07,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-066,LEDGER,"SET1-PAY-2026-0814-2","NexGen Solutions",294316.50,INR,2026-03-10,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-067,LEDGER,"SET1-PAY-2026-0814-3","ClearPath AG",299022.00,INR,2026-03-13,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-068,LEDGER,"SET1-PAY-2026-0814-4","BlueSky Tech",303727.50,INR,2026-03-16,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-069,LEDGER,"SET1-PAY-2026-0814-5","Meridian Corp",308433.00,INR,2026-03-19,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-070,LEDGER,"SET1-PAY-2026-0814-1","ZenFlow Inc",309530.00,INR,2026-03-22,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-071,LEDGER,"SET1-PAY-2026-0815-2","Acme Corp",314235.50,INR,2026-03-25,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-072,LEDGER,"SET1-PAY-2026-0815-3","TechStart Inc",318941.00,INR,2026-03-01,"SaaS Revenue settlement - TechStart Inc",DEBIT,"SaaS Revenue"
B1-LDG-073,LEDGER,"SET1-PAY-2026-0815-4","GlobalTrade Ltd",323646.50,INR,2026-03-04,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-074,LEDGER,"SET1-PAY-2026-0815-5","DataPipe Corp",328352.00,INR,2026-03-07,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-075,LEDGER,"SET1-PAY-2026-0815-1","QuantumLeap Systems",333057.50,INR,2026-03-10,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-076,LEDGER,"SET1-PAY-2026-0816-2","NexGen Solutions",337763.00,INR,2026-03-13,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-077,LEDGER,"SET1-PAY-2026-0816-3","ClearPath AG",338860.00,INR,2026-03-16,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-078,LEDGER,"SET1-PAY-2026-0816-4","BlueSky Tech",343565.50,INR,2026-03-19,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-079,LEDGER,"SET1-PAY-2026-0816-5","Meridian Corp",348271.00,INR,2026-03-22,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-080,LEDGER,"SET1-PAY-2026-0816-1","ZenFlow Inc",352976.50,INR,2026-03-25,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-081,LEDGER,"SET1-PAY-2026-0817-2","Acme Corp",357682.00,INR,2026-03-01,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-082,LEDGER,"SET1-PAY-2026-0817-3","TechStart Inc",362387.50,INR,2026-03-04,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-083,LEDGER,"SET1-PAY-2026-0817-4","GlobalTrade Ltd",367093.00,INR,2026-03-07,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-084,LEDGER,"SET1-PAY-2026-0817-5","DataPipe Corp",368190.00,INR,2026-03-10,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-085,LEDGER,"SET1-PAY-2026-0817-1","QuantumLeap Systems",372895.50,INR,2026-03-13,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-086,LEDGER,"SET1-PAY-2026-0818-2","NexGen Solutions",377601.00,INR,2026-03-16,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-087,LEDGER,"SET1-PAY-2026-0818-3","ClearPath AG",382306.50,INR,2026-03-19,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-088,LEDGER,"SET1-PAY-2026-0818-4","BlueSky Tech",387012.00,INR,2026-03-22,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-089,LEDGER,"SET1-PAY-2026-0818-5","Meridian Corp",391717.50,INR,2026-03-25,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-090,LEDGER,"SET1-PAY-2026-0818-1","ZenFlow Inc",396423.00,INR,2026-03-01,"Services settlement - ZenFlow Inc",DEBIT,"Services"
B1-LDG-091,LEDGER,"SET1-PAY-2026-0819-2","Acme Corp",397520.00,INR,2026-03-04,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-092,LEDGER,"SET1-PAY-2026-0819-3","TechStart Inc",402225.50,INR,2026-03-07,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-093,LEDGER,"SET1-PAY-2026-0819-4","GlobalTrade Ltd",406931.00,INR,2026-03-10,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-094,LEDGER,"SET1-PAY-2026-0819-5","DataPipe Corp",411636.50,INR,2026-03-13,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-095,LEDGER,"SET1-PAY-2026-0819-1","QuantumLeap Systems",416342.00,INR,2026-03-16,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-096,LEDGER,"SET1-PAY-2026-0820-2","NexGen Solutions",421047.50,INR,2026-03-19,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-097,LEDGER,"SET1-PAY-2026-0820-3","ClearPath AG",425753.00,INR,2026-03-22,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-098,LEDGER,"SET1-PAY-2026-0820-4","BlueSky Tech",426850.00,INR,2026-03-25,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-099,LEDGER,"SET1-PAY-2026-0820-5","Meridian Corp",431555.50,INR,2026-03-01,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-100,LEDGER,"SET1-PAY-2026-0820-1","ZenFlow Inc",436261.00,INR,2026-03-04,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-101,LEDGER,"SET1-PAY-2026-0821-2","Acme Corp",440966.50,INR,2026-03-07,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-102,LEDGER,"SET1-PAY-2026-0821-3","TechStart Inc",445672.00,INR,2026-03-10,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-103,LEDGER,"SET1-PAY-2026-0821-4","GlobalTrade Ltd",450377.50,INR,2026-03-13,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-104,LEDGER,"SET1-PAY-2026-0821-5","DataPipe Corp",455083.00,INR,2026-03-16,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-105,LEDGER,"SET1-PAY-2026-0821-1","QuantumLeap Systems",456180.00,INR,2026-03-19,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-106,LEDGER,"SET1-PAY-2026-0822-2","NexGen Solutions",460885.50,INR,2026-03-22,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-107,LEDGER,"SET1-PAY-2026-0822-3","ClearPath AG",465591.00,INR,2026-03-25,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-108,LEDGER,"SET1-PAY-2026-0822-4","BlueSky Tech",470296.50,INR,2026-03-01,"Wire Transfer settlement - BlueSky Tech",DEBIT,"Wire Transfer"
B1-LDG-109,LEDGER,"SET1-PAY-2026-0822-5","Meridian Corp",475002.00,INR,2026-03-04,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-110,LEDGER,"SET1-PAY-2026-0822-1","ZenFlow Inc",479707.50,INR,2026-03-07,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-111,LEDGER,"SET1-PAY-2026-0823-2","Acme Corp",484413.00,INR,2026-03-10,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-112,LEDGER,"SET1-PAY-2026-0823-3","TechStart Inc",485510.00,INR,2026-03-13,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-113,LEDGER,"SET1-PAY-2026-0823-4","GlobalTrade Ltd",490215.50,INR,2026-03-16,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-114,LEDGER,"SET1-PAY-2026-0823-5","DataPipe Corp",494921.00,INR,2026-03-19,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-115,LEDGER,"SET1-PAY-2026-0823-1","QuantumLeap Systems",499626.50,INR,2026-03-22,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-116,LEDGER,"SET1-PAY-2026-0824-2","NexGen Solutions",504332.00,INR,2026-03-25,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-117,LEDGER,"SET1-PAY-2026-0824-3","ClearPath AG",509037.50,INR,2026-03-01,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-118,LEDGER,"SET1-PAY-2026-0824-4","BlueSky Tech",513743.00,INR,2026-03-04,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-119,LEDGER,"SET1-PAY-2026-0824-5","Meridian Corp",514840.00,INR,2026-03-07,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-120,LEDGER,"SET1-PAY-2026-0824-1","ZenFlow Inc",519545.50,INR,2026-03-10,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-121,LEDGER,"SET1-PAY-2026-0825-2","Acme Corp",524251.00,INR,2026-03-13,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-122,LEDGER,"SET1-PAY-2026-0825-3","TechStart Inc",528956.50,INR,2026-03-16,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-123,LEDGER,"SET1-PAY-2026-0825-4","GlobalTrade Ltd",533662.00,INR,2026-03-19,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-124,LEDGER,"SET1-PAY-2026-0825-5","DataPipe Corp",538367.50,INR,2026-03-22,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-125,LEDGER,"SET1-PAY-2026-0825-1","QuantumLeap Systems",543073.00,INR,2026-03-25,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-126,LEDGER,"SET1-PAY-2026-0826-2","NexGen Solutions",544170.00,INR,2026-03-01,"Support Fees settlement - NexGen Solutions",DEBIT,"Support Fees"
B1-LDG-127,LEDGER,"SET1-PAY-2026-0826-3","ClearPath AG",548875.50,INR,2026-03-04,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-128,LEDGER,"SET1-PAY-2026-0826-4","BlueSky Tech",553581.00,INR,2026-03-07,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-129,LEDGER,"SET1-PAY-2026-0826-5","Meridian Corp",558286.50,INR,2026-03-10,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-130,LEDGER,"SET1-PAY-2026-0826-1","ZenFlow Inc",562992.00,INR,2026-03-13,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-131,LEDGER,"SET1-PAY-2026-0827-2","Acme Corp",17697.50,INR,2026-03-16,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-132,LEDGER,"SET1-PAY-2026-0827-3","TechStart Inc",22403.00,INR,2026-03-19,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-133,LEDGER,"SET1-PAY-2026-0827-4","GlobalTrade Ltd",23500.00,INR,2026-03-22,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-134,LEDGER,"SET1-PAY-2026-0827-5","DataPipe Corp",28205.50,INR,2026-03-25,"License Revenue settlement - DataPipe Corp",CREDIT,"License Revenue"
B1-LDG-135,LEDGER,"SET1-PAY-2026-0827-1","QuantumLeap Systems",32911.00,INR,2026-03-01,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-136,LEDGER,"SET1-PAY-2026-0828-2","NexGen Solutions",37616.50,INR,2026-03-04,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-137,LEDGER,"SET1-PAY-2026-0828-3","ClearPath AG",42322.00,INR,2026-03-07,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-138,LEDGER,"SET1-PAY-2026-0828-4","BlueSky Tech",47027.50,INR,2026-03-10,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-139,LEDGER,"SET1-PAY-2026-0828-5","Meridian Corp",51733.00,INR,2026-03-13,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-140,LEDGER,"SET1-PAY-2026-0828-1","ZenFlow Inc",52830.00,INR,2026-03-16,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-141,LEDGER,"SET1-PAY-2026-0829-2","Acme Corp",57535.50,INR,2026-03-19,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-142,LEDGER,"SET1-PAY-2026-0829-3","TechStart Inc",62241.00,INR,2026-03-22,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-143,LEDGER,"SET1-PAY-2026-0829-4","GlobalTrade Ltd",66946.50,INR,2026-03-25,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
B1-LDG-144,LEDGER,"SET1-PAY-2026-0829-5","DataPipe Corp",71652.00,INR,2026-03-01,"License Revenue settlement - DataPipe Corp",DEBIT,"License Revenue"
B1-LDG-145,LEDGER,"SET1-PAY-2026-0829-1","QuantumLeap Systems",76357.50,INR,2026-03-04,"Enterprise Contract settlement - QuantumLeap Systems",CREDIT,"Enterprise Contract"
B1-LDG-146,LEDGER,"SET1-PAY-2026-0830-2","NexGen Solutions",81063.00,INR,2026-03-07,"Support Fees settlement - NexGen Solutions",CREDIT,"Support Fees"
B1-LDG-147,LEDGER,"SET1-PAY-2026-0830-3","ClearPath AG",82160.00,INR,2026-03-10,"Project Payment settlement - ClearPath AG",CREDIT,"Project Payment"
B1-LDG-148,LEDGER,"SET1-PAY-2026-0830-4","BlueSky Tech",86865.50,INR,2026-03-13,"Wire Transfer settlement - BlueSky Tech",CREDIT,"Wire Transfer"
B1-LDG-149,LEDGER,"SET1-PAY-2026-0830-5","Meridian Corp",91571.00,INR,2026-03-16,"Vendor Payment settlement - Meridian Corp",CREDIT,"Vendor Payment"
B1-LDG-150,LEDGER,"SET1-PAY-2026-0830-1","ZenFlow Inc",96276.50,INR,2026-03-19,"Services settlement - ZenFlow Inc",CREDIT,"Services"
B1-LDG-151,LEDGER,"SET1-PAY-2026-0831-2","Acme Corp",100982.00,INR,2026-03-22,"Accounts Receivable settlement - Acme Corp",CREDIT,"Accounts Receivable"
B1-LDG-152,LEDGER,"SET1-PAY-2026-0831-3","TechStart Inc",105687.50,INR,2026-03-25,"SaaS Revenue settlement - TechStart Inc",CREDIT,"SaaS Revenue"
B1-LDG-153,LEDGER,"SET1-PAY-2026-0831-4","GlobalTrade Ltd",110393.00,INR,2026-03-01,"Consulting settlement - GlobalTrade Ltd",CREDIT,"Consulting"
